BN,FPE,FormID,#,DoneeBN,DoneeName,Associated,City,Province,TotalGifts,GiftsinKind,PoliticalActivityGift,PoliticalActivityAmount
101577294RR0001,2024-12-31,27,000000016,,GLOBAL COUNTRY CANADA,N,EDMONTON,AB,4907.0,,,
101577294RR0001,2024-12-31,27,000000017,,NO STONE LEFT ALONE MEMORIAL FOUNDATION,N,EDMONTON,AB,455.0,,,
101577294RR0001,2024-12-31,27,000000018,,EDMONTON RUDGBY FOOTBALL CLUB,N,EDMONTON,AB,1579.0,,,
101589489RR0001,2024-12-31,27,000000009,108223371RR0001,WYCLIFFE,N,CALGARY,AB,2700.0,,,
101816197RR0001,2024-09-30,27,000000020,125868125RR0001,COVENANT FOUNDATION,N,EDMONTON,AB,6000.0,,,
101816197RR0001,2024-09-30,27,000000024,118810829RR0001,BISSELL CENTRE,N,EDMONTON,AB,5000.0,,,
101816197RR0001,2024-09-30,27,000000031,834251712RR0001,SUNRISE OF LIFE,N,COALDALE,AB,7000.0,,,
101816197RR0001,2024-09-30,27,000000040,825163611RR0001,LEDUC HUB ASSOCIATION,N,LEDUC,AB,2000.0,,,
101894319RR0001,2024-12-31,27,000000001,731893491RR0001,Friends of Helen Schuler Nature Centre Society,N,Lethbridge,AB,200.0,,,
102150349RR0001,2024-12-31,27,000000003,119032357RR0001,MARANATHA EVANGELISTIC ASSOCIATION,N,CALGARY,AB,800.0,,,
102150349RR0001,2024-12-31,27,000000008,859928483RR0001,THE GREAT COMMISSION FOUNDATION,N,MEDICINE HAT,AB,60500.0,,,
103481032RR0001,2024-03-31,27,000000008,108102831RR0001,The Governors of the University of Alberta,N,Edmonton,AB,43779.0,0.0,,
103481032RR0001,2024-03-31,27,000000033,715514113RR0001,Girls of Tomorrow,N,Calgary,AB,32792.0,0.0,,
103481032RR0001,2024-03-31,27,000000039,118849496RR0001,Change for Children Association,N,Edmonton,AB,39000.0,0.0,,
103481032RR0001,2024-03-31,27,000000040,118841428RR0001,CAUSE Canada,N,Calgary,AB,10000.0,0.0,,
103481032RR0001,2024-03-31,27,000000042,887718203RR0001,Canadian Women for Women in Afghanistan Inc.,N,Calgary,AB,6986.0,0.0,,
103481032RR0001,2024-03-31,27,000000047,873029102RR0001,Canadian Humanitarian Organization for International Relief,N,Medicine Hat,AB,7382.0,0.0,,
104014394RR0001,2024-10-31,27,000000001,122437072RR0001,EDMONTON COMMUNITY FOUNDATION,N,EDMONTON,AB,5121000.0,,,
104586128RR0001,2024-12-31,27,000000011,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,10150.0,,,
104586128RR0001,2024-12-31,27,000000019,881125900RR0001,ABIDING LIFE MINISTRIES CANADA,N,PROVOST,AB,3600.0,,,
105198873RR0001,2024-03-31,27,000000001,108102864RP0001,University of Calgary,N,calgary,AB,500000.0,,,
105240485RR0001,2024-12-31,27,000000001,108223371RR0001,WYCLIFFE CANADA,N,CALCARY,AB,5000.0,,,
105637268RR0001,2024-12-31,27,000000001,119279248RR0001,UNIVERSITY OF LETHBRIDGE,N,LETHBRIDGE,AB,15000.0,,,
105637268RR0001,2024-12-31,27,000000003,1081028361RR000,UNIVERSITY OF ALBERTA,N,EDMONTON,AB,100000.0,,,
105645212RR0001,2024-08-31,27,000000002,719859480RR0001,Veteran's Food Bank,N,Calgary,AB,147.0,,,
105645212RR0001,2024-08-31,27,000000003,719337081RR0001,Skipping Stone,N,Calgary,AB,434.0,,,
105645212RR0001,2024-08-31,27,000000007,106830961RR0001,Calgary Branches Poppy Fund,N,Calgary,AB,500.0,,,
105645212RR0001,2024-08-31,27,000000008,811164193RR0001,Bear Valley Rescue Society,N,Sundre,AB,316.0,,,
105645212RR0001,2024-08-31,27,000000009,130373244RR0001,Alberta Children's Hospital,N,Calgary,AB,519.0,,,
105645212RR0001,2024-08-31,27,000000010,847902277RR0001,Aboriginal Friendship Centre of Calgary,N,Calgary,AB,1940.0,,,
105645212RR0001,2024-08-31,27,000000011,108074436RR0001,Calgary Foundation,N,Calgary,AB,300.0,,,
105645212RR0001,2024-08-31,27,000000014,122013139RR0001,Canadian Mental Health Association,N,Calgary,AB,75.0,,,
106680861RR0001,2024-12-31,27,000000010,119138527RR0001,SAMARITAN'S PURSE INTERNATIONAL RELIEF,N,CALGARY,AB,132.0,,,
106686603RR0001,2024-12-31,27,000000001,,ENTWISTLE SCHOOL,N,ENTWISTLE,AB,1000.0,,,
106686603RR0001,2024-12-31,27,000000002,,EVANSVIEW SCHOOL PARENT COMMITEE,N,EVANSBURG,AB,1000.0,,,
106686603RR0001,2024-12-31,27,000000003,,CANADIAN LUTHERAN MISSION SOCIETY,Y,WATER VALLEY,AB,3000.0,,,
106686603RR0001,2024-12-31,27,000000004,139947642RR0001,GRANDE YELLOWHEAD PUBLIC SCHOOL DIVISION,N,EDSON,AB,1000.0,,,
106686603RR0001,2024-12-31,27,000000005,,CONCORDIA LUTHERAN CHURCH,,EDMONTON,AB,3000.0,,,
106686603RR0001,2024-12-31,27,000000009,817256548RR0001,WILDWOOD EVANSBURG ETWISTLE FOOD BANK SOCIETY,N,EVANSBURG,AB,2000.0,,,
106686603RR0001,2024-12-31,27,000000010,891651846RR0001,YELLOWHEAD SANTAS ANONYMOUS ASSOC.,N,EVANSBURG,AB,103.0,,,
106690258RR0001,2024-08-31,27,000000001,106846942RR0001,Heart & Stroke Foundation of Canada/ Jump Rope for Heart,N,Calgary,AB,58.0,,,
106690597RR0001,2024-12-31,27,000000002,119138527RR0001,SAMARITAN'S PURSE CANADA,Y,CALGARY,AB,995.0,,,
106692593RR0001,2024-12-31,27,000000001,888628864RR0001,LLOYDMINSTER ASSOCIATION FOR COMMUNITY LIVING,N,LLOYDMINSTER,AB,86859.0,,,
106693047RR0001,2024-12-31,27,000000002,106693047RR0001,CALGARY HOUSE OF HOPE FELLOWSHIP COMPANY,Y,CALGARY,AB,2250.0,,,
106693047RR0001,2024-12-31,27,000000003,106693047RR0001,CHRIST THE WAY SDA CHURCH,Y,EDMONTON,AB,4700.0,,,
106693047RR0001,2024-12-31,27,000000004,106693047RR0001,EPIC SDA CHURCH,Y,RED DEER,AB,9000.0,,,
106693047RR0001,2024-12-31,27,000000005,106693047RR0001,FORT SASKATCHEWAN SDA COMPANY,Y,FORT SASKATCHEWAN,AB,5265.0,,,
106693047RR0001,2024-12-31,27,000000006,106693047RR0001,LAKELAND FIL-CAN FELLOWSHIP CHURCH,Y,COLD LAKE,AB,9000.0,,,
106693047RR0001,2024-12-31,27,000000007,106693047RR0001,THE FRIENDSHIP COMPANY FELLOWSHIP CHURCH,Y,LACOMBE,AB,28500.0,,,
106693047RR0001,2024-12-31,27,000000008,106693047RR0028,WETASKIWIN SEVENTH-DAY ADVENTIST CHURCH,Y,WETASKIWIN,AB,3000.0,,,
106693047RR0001,2024-12-31,27,000000009,106693047RR0010,WEST EDMONTON SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,25532.0,,,
106693047RR0001,2024-12-31,27,000000010,119288371RR0001,WARBURG SEVENTH-DAY ADVENTIST CHURCH,Y,WARBURG,AB,2556.0,,,
106693047RR0001,2024-12-31,27,000000011,133277061RR0001,VEGREVILLE SEVENTH-DAY ADVENTIST CHURCH,Y,VEGREVILLE,AB,500.0,,,
106693047RR0001,2024-12-31,27,000000012,106693047RR0003,SYLVAN LAKE SEVENTH-DAY ADVENTIST CHURCH,Y,SYLVAN LAKE,AB,900.0,,,
106693047RR0001,2024-12-31,27,000000013,106693047RR0024,SHERWOOD PARK SEVENTH-DAY ADVENTIST CHURCH,Y,SHERWOOD PARK,AB,11800.0,,,
106693047RR0001,2024-12-31,27,000000014,106693047RR0012,RED WILLOW SEVENTH-DAY ADVENTIST CHURCH,Y,ST. ALBERT,AB,125.0,,,
106693047RR0001,2024-12-31,27,000000015,119112563RR0001,RED DEER SEVENTH-DAY ADVENTIST CHURCH,Y,RED DEER,AB,7576.0,,,
106693047RR0001,2024-12-31,27,000000016,119095743RR0001,PONOKA SEVENTH-DAY ADVENTIST CHURCH,Y,PONOKA,AB,350.0,,,
106693047RR0001,2024-12-31,27,000000017,106693047RR0025,ONOWAY SEVENTH-DAY ADVENTIST CHURCH,Y,ONOWAY,AB,350.0,,,
106693047RR0001,2024-12-31,27,000000018,106693047RR0046,MORNING STAR SEVENTH-DAY ADVENTIST CHURCH,Y,HIGH LEVEL,AB,100000.0,,,
106693047RR0001,2024-12-31,27,000000019,106693047RR0032,MIRROR SEVENTH-DAY ADVENTIST CHURCH,Y,MIRROR,AB,1050.0,,,
106693047RR0001,2024-12-31,27,000000020,889413845RR0001,MEDICINE HAT SEVENTH-DAY ADVENTIST CHURCH,Y,MEDICINE HAT,AB,1500.0,,,
106693047RR0001,2024-12-31,27,000000021,106693047RR0054,MASKWACIS COMPANY OF SEVENTH-DAY ADVENTIST CHURCH,Y,MASKWACIS,AB,12500.0,,,
106693047RR0001,2024-12-31,27,000000022,119018463RR0001,LETHBRIDGE SEVENTH-DAY ADVENTIST CHURCH,Y,LETHBRIDGE,AB,20000.0,,,
106693047RR0001,2024-12-31,27,000000023,119012185RR0001,LEDUC SEVENTH-DAY ADVENTIST CHURCH,Y,LEDUC,AB,25500.0,,,
106693047RR0001,2024-12-31,27,000000024,118952597RR0001,HANNA SEVENTH-DAY ADVENTIST CHURCH,Y,HANNA,AB,675.0,,,
106693047RR0001,2024-12-31,27,000000025,106693047RR0022,GRANDE PRAIRIE SEVENTH-DAY ADVENTIST CHURCH,Y,GRANDE PRAIRIE,AB,900.0,,,
106693047RR0001,2024-12-31,27,000000026,829647486RR0001,EDMONTON SPANISH SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,3417.0,,,
106693047RR0001,2024-12-31,27,000000027,106693047RR0017,EDMONTON SOUTH SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,5750.0,,,
106693047RR0001,2024-12-31,27,000000028,106693047RR0050,EDMONTON NORTH SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,1050.0,,,
106693047RR0001,2024-12-31,27,000000029,106693047RR0043,EDMONTON MILLWOODS SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,250.0,,,
106693047RR0001,2024-12-31,27,000000030,106693047RR0048,EDMONTON GHANAIAN SDA CHURCH,Y,EDMONTON,AB,8230.0,,,
106693047RR0001,2024-12-31,27,000000031,106693047RR0060,EDMONTON FILIPINO SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,7142.0,,,
106693047RR0001,2024-12-31,27,000000032,118893494RR0001,EDMONTON CENTRAL SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,1100.0,,,
106693047RR0001,2024-12-31,27,000000033,106693047RR0065,EDMONTON AFRICAN FELLOWSHIP SEVENTH-DAY ADVENTIST CHURCH,Y,EDMONTON,AB,20600.0,,,
106693047RR0001,2024-12-31,27,000000034,106693047RR0016,DRUMHELLER SEVENTH-DAY ADVENTIST CHURCH,Y,DRUMHELLER,AB,2081.0,,,
106693047RR0001,2024-12-31,27,000000035,106693047RR0062,DRAYTON VALLEY COMPANY OF SEVENTH-DAY ADVENTIST CHURCH,Y,DRAYTON VALLEY,AB,2000.0,,,
106693047RR0001,2024-12-31,27,000000036,106693047RR0019,COLLEGE HEIGHTS SEVENTH-DAY ADVENTIST CHURCH,Y,LACOMBE,AB,2000.0,,,
106693047RR0001,2024-12-31,27,000000037,106693047RR0058,CALGARY NORTHWINDS SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,550.0,,,
106693047RR0001,2024-12-31,27,000000038,106693047RR0014,CALGARY MOUNTAIN VIEW SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,15244.0,,,
106693047RR0001,2024-12-31,27,000000039,106693047RR0042,CALGARY MARANATHA SPANISH SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,600.0,,,
106693047RR0001,2024-12-31,27,000000040,106693047RR0059,CALGARY M.E.T.R.O. FILIPINO SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,950.0,,,
106693047RR0001,2024-12-31,27,000000041,106693047RR0026,CALGARY GARDEN ROAD SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,117215.0,,,
106693047RR0001,2024-12-31,27,000000042,106830227RR0001,CALGARY CENTRAL SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,24000.0,,,
106693047RR0001,2024-12-31,27,000000043,106693047RR0005,CALGARY BRIDGELAND SEVENTH-DAY ADVENTIST CHURCH,Y,CALGARY,AB,3200.0,,,
106693047RR0001,2024-12-31,27,000000044,106867609RR0001,BURMAN UNIVERSITY,Y,LACOMBE,AB,1135710.0,,,
106693047RR0001,2024-12-31,27,000000045,106693047RR0002,BEISEKER LEVEL-LAND SEVENTH-DAY ADVENTIST CHURCH,Y,BEISEKER,AB,50000.0,,,
106693047RR0001,2024-12-31,27,000000046,118779883RR0001,AIRDRIE SEVENTH-DAY ADVENTIST CHURCH,Y,AIRDRIE,AB,600.0,,,
106693047RR0035,2024-08-31,27,000000001,108099979RR0001,THE TERRY FOX FOUNDATION,N,CALGARY,AB,152.0,,,
106693351RR0001,2024-09-30,27,000000001,108102831RR0001,THE GOVERNORS OF THE UNIVERSITY OF ALBERTA,N,EDMONTON,AB,13848.0,,,
106693351RR0001,2024-09-30,27,000000002,119246544RR0001,NATURE CONSERVANCY OF CANADA - AB REGION,N,EDMONTON,AB,9750.0,,,
106693351RR0001,2024-09-30,27,000000003,854701356RR0001,EDMONTON AND AREA LAND TRUST,N,EDMONTON,AB,3465.0,,,
106693351RR0001,2024-09-30,27,000000004,793969494RR0001,EASTERN IRRIGATION DISTRICT,N,BROOKS,AB,1750.0,,,
106693351RR0001,2024-09-30,27,000000005,889946141RR0001,ALBERTA CONSERVATION ASSOCIATION,N,SHERWOOD PARK,AB,75237.0,,,
106693351RR0001,2024-09-30,27,000000006,119271690RR0001,TROUT UNLIMITED CANADA,N,CALGARY,AB,37115.0,,,
106693625RR0001,2024-12-31,27,000000001,106692593RR0001,INCLUSION ALBERTA SOCIETY,Y,EDMONTON,AB,50000.0,,,
106700172RR0001,2024-12-31,27,000000003,850121203RR0001,One for Israel - Canada,N,Calgary,AB,265.0,,,
106700370RR0001,2024-12-31,27,000000001,132291642RR0001,CANADIAN SUTHERN BAPITSIT SEMINARY,Y,COCHRANE,AB,553.0,,,
106700370RR0001,2024-12-31,27,000000002,084657649RR0001,CANADIAN NATIONAL BAPTIST CANADA,Y,COCHRANE,AB,3214.0,,,
106701931RR0001,2024-12-31,27,000000003,107282576RR0001,RICHFIELD CHRISTIAN FELLOWSHIP,N,EDMONTON,AB,1900.0,,,
106702053RR0001,2024-06-30,27,000000001,896912755RR0001,Fondation Franco-Albertaine,N,Calgary,AB,10000.0,,,
106703697RR0001,2024-12-31,27,000000004,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,372.0,,,
106704174RR0001,2024-12-31,27,000000004,118880038RR0001,GENTLE HANDS MINISTRY,N,CALGARY,AB,1574.0,,,
106704174RR0001,2024-12-31,27,000000005,106924301RR0001,CHURCH OF GOD REGIONAL OFFICE,N,CALGARY,AB,3769.0,,,
106708977RR0002,2024-12-31,27,000000002,120630827RR0001,Amyotrophic Lateral Sclerosis Society of Alberta,N,Calgary,AB,777.0,,,
106712748RR0002,2024-12-31,27,000000002,119300549RR0001,WINGS OF PROVIDENCE,N,EDMONTON,AB,100.0,,,
106712748RR0002,2024-12-31,27,000000003,108061441RR0001,SYNOD OF THE DIOCESE OF EDMONTON,N,EDMONTON,AB,10788.0,,,
106717382RR0001,2024-12-31,27,000000002,119091031RR0001,HOME CHURCH,N,RED DEER,AB,732291.0,666821.0,,
106718687RR0001,2024-12-31,27,000000001,859928483RR0001,THE GREAT COMMISSION FOUNDATION,N,CALGARY,AB,6000.0,,,
106718687RR0001,2024-12-31,27,000000003,106718661RR0001,"APOSTOLIC CHURCH OF PENTECOSTAL OF CANADA, INC.",Y,CALGARY,AB,62142.0,,,
106725260RR0001,2024-12-31,27,000000001,129537437RR0001,YESS,N,EDMONTON,AB,775.0,,,
106725260RR0001,2024-12-31,27,000000002,,EDMONTON FOOD BANK,N,EDMONTON,AB,150.0,,,
106725260RR0001,2024-12-31,27,000000003,131558140RR0001,E4C,N,EDMONTON,AB,1245.0,,,
106725260RR0001,2024-12-31,27,000000004,130559404RR0001,SYNOD OF ALBERTA AND THE TERRITORIES,N,EDMONTON,AB,10925.0,,,
106725260RR0001,2024-12-31,27,000000005,107507378RR0001,EDMONTON INNER CITY PASTORAL MINISTRY,N,EDMONTON,AB,225.0,,,
106725260RR0001,2024-12-31,27,000000008,891025264RR0001,MULHURST LUTHERAN CHURCH CAMP,N,MULHURST,AB,1370.0,,,
106725260RR0001,2024-12-31,27,000000009,130559404RR0001,LUTHERAN CAMPUS MINISTRY,N,EDMONTON,AB,50.0,,,
106727431RR0001,2024-08-31,27,000000010,108223371RR0001,Wycliffe Canada,N,Calgary,AB,2250.0,,,
106727464RR0001,2024-12-31,27,000000011,108223371RR0001,Wycliffe Bible Translators Canada Inc.,N,Calgary,AB,1333.0,,,
106727829RR0001,2024-12-31,27,000000008,106718661RR0001,Apostolic Church of Pentecost of Canada,N,Calgary,AB,9379.0,,,
106727829RR0001,2024-12-31,27,000000012,875462327RR0001,Fe Viva World Missions,N,Spruce Grove,AB,2527.0,,,
106727829RR0001,2024-12-31,27,000000013,860028687RR0001,United Youth Outreach,N,Calgary,AB,756.0,,,
106727845RR0001,2024-12-31,27,000000002,107509507RR0001,IINTERACT MINISTRIES OF CANADA,N,CROSSFIELD,AB,2100.0,,,
106727845RR0001,2024-12-31,27,000000010,108081597RR0001,EVANGELICAL ALLIANCE MISSION (TEAM),N,CALGARY,AB,2100.0,,,
106727845RR0001,2024-12-31,27,000000011,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS,N,CALGARY,AB,4472.0,,,
106735830RR0001,2024-03-31,27,000000002,899805550RR0001,Athabasca Good Samaritan Ministries,N,Athabasca,AB,5000.0,,,
106738727RR0001,2024-12-31,27,000000005,119138527RR0001,THE SAMARTIAN'S PURSE CANADA,N,CALGARY,AB,904.0,,,
106739550RR0001,2024-04-30,27,000000004,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,335.0,,,
106740939RR0001,2024-12-31,27,000000007,853747541RR0001,NEW GROUND,N,EDMONTON,AB,4460.0,,,
106743370RR0001,2024-12-31,27,000000007,888671062RR0001,Banff Food Bank,N,Banff,AB,1200.0,,,
106771686RR0001,2024-03-31,27,000000001,119138527RR0001,Samaritan's Purse Canada,N,Calgary,AB,5000.0,,,
106773393RR0001,2024-12-31,27,000000007,827437278,Haitian's Children Aid Society,N,Edmonton,AB,68.0,,,
106773393RR0001,2024-12-31,27,000000008,119074623,Pregnancy Care Centre PCC Edmonton & Barrhead,N,Edmonton,AB,1000.0,,,
106773393RR0001,2024-12-31,27,000000011,119293025,Western Canadian District Christian & Missionary Alliance,Y,Calgary,AB,5020.0,,,
106773393RR0001,2024-12-31,27,000000013,11827559,Camp Nakamun,Y,Busby,AB,10235.0,,,
106773427RR0001,2024-12-31,27,000000002,107422586RR0001,CANADIAN CHURCH OF GOD,N,CAMROSE,AB,10350.0,,,
106774995RR0001,2024-12-31,27,000000002,118945088RR0001,The Billy Graham Evangelistic Association of Canada,N,Calgary,AB,500.0,,,
106777220RR0001,2024-12-31,27,000000007,119138527RR0001,THE SAMARITAN'S PURSE,N,CALGARY,AB,48.0,,,
106779184RR0001,2024-06-30,27,000000001,130559404RR0001,SYNOD OF ALBERTA & THE TERRITORIES,N,EDMONTON,AB,25000.0,,,
106779606RR0001,2024-12-31,27,000000001,884452129RR0001,NEIGHBOUR LINK PARKLAND,,SPRUCE GROVE,AB,1200.0,,,
106779606RR0001,2024-12-31,27,000000005,118780980RR0001,ALBERTA PARKLAND DISTRICT,N,EDMONTON,AB,7500.0,,,
106780745RR0001,2024-12-31,27,000000001,106966575RR0001,CONCORDIA LUTHERAN SEMINARY,N,EDMONTON,AB,400.0,,,
106783483RR0001,2024-12-31,27,000000007,12998797RR0001,Baptist General Conference of Canada,N,Edmonton,AB,20858.0,,,
106783707RR0001,2024-12-31,27,000000001,,BENALTO BOOSTER CLUB,N,BENALTO,AB,1000.0,,,
106783707RR0001,2024-12-31,27,000000002,132873563RR0001,LACOMBE FOUNDATION,N,LACOMBE,AB,1777.0,,,
106783707RR0001,2024-12-31,27,000000003,119232809,FOLLOWSHIP PRAIRIES INC.,N,EDMONTON,AB,39112.0,,,
106783707RR0001,2024-12-31,27,000000006,746633674RR0001,ECKVILLE COMMUNITY CHURCH,N,ECKVILLE,AB,10000.0,,,
106783707RR0001,2024-12-31,27,000000007,107764573RR0021,CAMP SILVERSIDES,N,BENTLEY,AB,6350.0,,,
106783707RR0001,2024-12-31,27,000000008,138083266RR0001,CAMP LITTLE RED,N,BOWDEN,AB,6350.0,,,
106783707RR0001,2024-12-31,27,000000009,730885886RR0001,CAMP CAROLINE,N,CAROLINE,AB,6350.0,,,
106785546RR0001,2024-12-31,27,000000002,119138527RR0001,THE SAMARITAN'S PURSE,,CALGARY,AB,12000.0,,,
106785553RR0001,2024-12-31,27,000000001,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,168.0,,,
106785553RR0001,2024-12-31,27,000000009,,ASSIST CANADA,N,EDMONTON,AB,1235.0,,,
106785553RR0001,2024-12-31,27,000000012,108223671RR0001,WYCLIFFE BIBLE TRANSLATORS,N,CALGARY,AB,1185.0,,,
106787815RR0001,2024-12-31,27,000000008,872254800RR0001,CREATION TRUTH MINISTRIES,N,RED DEER,AB,10110.0,,,
106787815RR0001,2024-12-31,27,000000010,118777309RR0001,ACTION INTERNATIONAL MINISTRIES,N,CALGARY,AB,10260.0,,,
106787815RR0001,2024-12-31,27,000000011,138083266RR0001,LITTLE RED CAMPING ASSOCIATION,N,Bowden,AB,2400.0,,,
106787823RR0001,2024-12-31,27,000000002,889893186RR0001,PREGNANCY CARE CENTRE,N,EDSON,AB,1000.0,,,
106787823RR0001,2024-12-31,27,000000004,815987425RR0001,LONE PRAIRIE CAMP,N,FERINTOSH,AB,1500.0,,,
106787823RR0001,2024-12-31,27,000000005,131879777RR0001,BAPTIST GENERAL CONFERENCE ALBERTA,N,EDMONTON,AB,9000.0,,,
106787823RR0001,2024-12-31,27,000000006,129987970RR0001,BAPTIST GENERAL CONFERENCE CANADA,N,EDMONTON,AB,11200.0,,,
106787831RR0001,2024-12-31,27,000000001,119138527RR0001,SAMARITAN'S PURSE,N,CALGARY,AB,80.0,,,
106787963RR0001,2024-12-31,27,000000005,848314225RR0001,HANDS AT WORK IN AFRICA (CANADA) SOCIETY,N,CALGARY,AB,16659.0,,,
106788235RR0001,2024-12-31,27,000000006,119138527RR0001,SAMARITANS PURSE (OPERATION CHRISTMAS CHILD),N,CALGARY,AB,220.0,,,
106788425RR0001,2024-12-31,27,000000005,108223371RR0001,WYCLIFFE BIBLE TRANSLATORS,Y,CALGARY,AB,5360.0,,,
106788573RR0001,2024-12-31,27,000000001,129543302RR0001,INTERNATIONAL STUDENT MINISTRY OF CANADA,N,THREE HILLS,AB,200.0,,,
106788573RR0001,2024-12-31,27,000000012,119215036RR0001,CANADIAN BAPTSIT OF WESTERN CANADA,Y,CALGARY,AB,7200.0,,,
106788813RR0001,2024-12-31,27,000000001,108223371RR0001,Wycliffe Bible Translators,,CALGARY,AB,1588.0,,,
106788813RR0001,2024-12-31,27,000000003,108221409RR0001,Woody Nook CRC,,LACOMBE COUNTY,AB,728.0,,,
106788813RR0001,2024-12-31,27,000000004,861752145RR0001,Volunteer Link,,LACOMBE,AB,1000.0,,,
106788813RR0001,2024-12-31,27,000000007,824680722RR0001,Shalom Counselling Centre,,RED DEER,AB,3578.0,,,
106788813RR0001,2024-12-31,27,000000008,119138527RR0001,Samaritan's Purse,,CALGARY,AB,1089.0,,,
106788813RR0001,2024-12-31,27,000000010,871433561RR0001,Rehoboth,,STONY PLAIN,AB,3158.0,,,
106788813RR0001,2024-12-31,27,000000015,118988542RR0001,LCS,,LACOMBE,AB,4495.0,,,
106788813RR0001,2024-12-31,27,000000016,106693047RR0019,Lacombe Community Food Bank,,LACOMBE,AB,3547.0,,,
106788813RR0001,2024-12-31,27,000000017,108085911RR0001,King's University,,EDMONTON,AB,150.0,,,
106788813RR0001,2024-12-31,27,000000020,118917590RR0001,First Christian Reformed Church,,ROCKY MOUNTAIN HOUSE,AB,750.0,,,
